shot_id_number,power_of_shot,knockout_match,game_season,is_goal,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1,area_of_shot_Center(C),area_of_shot_Left Side Center(LC),area_of_shot_Left Side(L),area_of_shot_Mid Ground(MG),area_of_shot_Right Side Center(RC),area_of_shot_Right Side(R),area_of_shot_U,shot_basics_Goal Area,shot_basics_Goal Line,shot_basics_Left Corner,shot_basics_Mid Ground Line,shot_basics_Mid Range,shot_basics_Penalty Spot,shot_basics_Right Corner,shot_basics_U
18497,1.0,0.0,2011-12,0.0,IND,1,shot - 26,0,21100241,46.0,115.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18498,2.0,0.0,2011-12,1.0,IND,1,0,shot - 3,21100241,41.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18499,2.0,0.0,2011-12,0.0,IND,1,0,shot - 3,21100241,23.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18500,2.0,0.0,2011-12,0.0,IND,1,0,shot - 3,21100241,38.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18501,2.0,0.0,2011-12,1.0,IND,1,shot - 32,0,21100241,22.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18502,2.0,0.0,2011-12,1.0,IND,1,0,shot - 3,21100241,28.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18503,3.0,0.0,2011-12,1.0,IND,1,0,shot - 3,21100241,36.0,11.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18504,3.0,0.0,2011-12,0.0,IND,1,shot - 38,0,21100241,25.7,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18505,3.0,0.0,2011-12,1.0,IND,1,shot - 53,0,21100241,23.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18506,3.0,0.0,2011-12,1.0,IND,1,0,shot - 3,21100241,32.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18507,3.0,0.0,2011-12,1.0,IND,1,0,shot - 3,21100241,32.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18508,3.0,0.0,2011-12,5.0,IND,1,shot - 43,0,21100241,34.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18509,3.0,0.0,2011-12,0.0,IND,1,0,shot - 3,21100241,24.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18510,3.0,0.0,2011-12,1.0,IND,1,0,shot - 5,21100241,22.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18511,3.0,0.0,2011-12,0.0,IND,1,0,shot - 3,21100241,36.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18512,3.0,0.0,2011-12,0.0,IND,1,0,shot - 5,21100241,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18513,3.0,0.0,2011-12,1.0,IND,1,shot - 15,0,21100241,36.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18514,4.0,0.0,2011-12,0.0,IND,1,shot - 38,0,21100241,40.2,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18515,4.0,0.0,2011-12,0.0,IND,1,shot - 31,0,21100241,34.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18516,4.0,0.0,2011-12,0.0,IND,1,0,shot - 3,21100241,38.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18517,4.0,0.0,2011-12,1.0,IND,1,shot - 39,0,21100241,22.0,76.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18518,4.0,0.0,2011-12,0.0,IND,1,0,shot - 3,21100241,26.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18519,4.0,0.0,2011-12,5.0,IND,1,shot - 1,0,21100241,49.0,34.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18520,1.0,0.0,2011-12,1.0,LAC,1,shot - 38,0,21100268,37.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18521,1.0,0.0,2011-12,1.0,LAC,1,0,shot - 3,21100268,47.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18522,1.0,1.0,2011-12,5.0,LAC,1,0,shot - 3,21100268,40.0,61.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18523,1.0,0.0,2011-12,0.0,LAC,1,shot - 31,0,21100268,46.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18524,2.0,0.0,2011-12,0.0,LAC,1,shot - 42,0,21100268,42.0,20.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18525,2.0,0.0,2011-12,1.0,LAC,1,0,shot - 3,21100268,47.2,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18526,2.0,0.0,2011-12,0.0,LAC,1,0,shot - 3,21100268,40.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18527,3.0,0.0,2011-12,1.0,LAC,1,shot - 27,0,21100268,27.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18528,3.0,0.0,2011-12,0.0,LAC,1,shot - 39,0,21100268,27.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18529,3.0,0.0,2011-12,0.0,LAC,1,shot - 12,0,21100268,37.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18530,4.0,0.0,2011-12,5.0,LAC,1,shot - 28,0,21100268,39.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18531,4.0,0.0,2011-12,1.0,LAC,1,shot - 36,0,21100268,64.7,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18532,4.0,0.0,2011-12,0.0,LAC,1,shot - 36,0,21100268,37.2,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18533,4.0,0.0,2011-12,5.0,LAC,1,shot - 37,0,21100268,39.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18534,4.0,0.0,2011-12,0.0,LAC,1,shot - 31,0,21100268,41.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18535,4.0,0.0,2011-12,0.0,LAC,1,0,shot - 3,21100268,40.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18536,4.0,0.0,2011-12,0.0,LAC,1,0,shot - 3,21100268,27.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18537,1.0,0.0,2011-12,5.0,MIL,0,0,shot - 3,21100288,41.0,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18538,1.0,0.0,2011-12,1.0,MIL,0,shot - 15,0,21100288,31.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18539,1.0,0.0,2011-12,1.0,MIL,0,shot - 55,0,21100288,36.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18540,1.0,0.0,2011-12,0.0,MIL,0,0,shot - 3,21100288,33.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18541,3.0,0.0,2011-12,0.0,MIL,0,0,shot - 4,21100288,20.0,101.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18542,3.0,0.0,2011-12,5.0,MIL,0,0,shot - 4,21100288,25.2,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18543,3.0,0.0,2011-12,0.0,MIL,0,shot - 47,0,21100288,45.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18544,3.0,0.0,2011-12,1.0,MIL,0,0,shot - 3,21100288,34.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18545,3.0,0.0,2011-12,0.0,MIL,0,shot - 48,0,21100288,37.0,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18546,3.0,0.0,2011-12,1.0,MIL,0,0,shot - 5,21100288,30.2,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18547,3.0,0.0,2011-12,5.0,MIL,0,shot - 40,0,21100288,33.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18548,3.0,0.0,2011-12,5.0,MIL,0,shot - 3,0,21100288,44.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18549,4.0,0.0,2011-12,0.0,MIL,0,0,shot - 3,21100288,42.0,10.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18550,4.0,0.0,2011-12,0.0,MIL,0,shot - 12,0,21100288,22.7,6.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18551,4.0,0.0,2011-12,0.0,MIL,0,0,shot - 3,21100288,38.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18552,4.0,0.0,2011-12,1.0,MIL,0,shot - 26,0,21100288,22.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18553,4.0,0.0,2011-12,5.0,MIL,0,0,shot - 3,21100288,46.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18554,4.0,0.0,2011-12,1.0,MIL,0,shot - 49,0,21100288,31.0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18555,4.0,0.0,2011-12,0.0,MIL,0,shot - 16,0,21100288,46.2,33.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18556,4.0,0.0,2011-12,0.0,MIL,0,0,shot - 3,21100288,45.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18557,4.0,0.0,2011-12,0.0,MIL,0,0,shot - 3,21100288,35.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18558,1.0,0.0,2011-12,0.0,MIN,0,0,shot - 4,21100297,21.0,99.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18559,1.0,0.0,2011-12,1.0,MIN,0,shot - 38,0,21100297,36.864,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18560,1.0,0.0,2011-12,5.0,MIN,0,shot - 21,0,21100297,36.0,87.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18561,1.0,0.0,2011-12,5.0,MIN,0,0,shot - 3,21100297,42.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18562,1.0,0.0,2011-12,1.0,MIN,0,shot - 8,0,21100297,26.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18563,1.0,0.0,2011-12,0.0,MIN,0,shot - 23,0,21100297,45.0,40.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18564,2.0,0.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,34.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18565,2.0,0.0,2011-12,5.0,MIN,0,0,shot - 4,21100297,21.0,88.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18566,2.0,0.0,2011-12,0.0,MIN,0,shot - 31,0,21100297,34.7,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18567,2.0,0.0,2011-12,1.0,MIN,0,0,shot - 0,21100297,29.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18568,2.0,0.0,2011-12,0.0,MIN,0,0,shot - 3,21100297,37.7,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18569,2.0,0.0,2011-12,0.0,MIN,0,0,shot - 3,21100297,26.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18570,2.0,0.0,2011-12,0.0,MIN,0,0,shot - 3,21100297,37.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18571,2.0,1.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,45.864,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18572,3.0,0.0,2011-12,5.0,MIN,0,0,shot - 3,21100297,45.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18573,3.0,0.0,2011-12,1.0,MIN,0,shot - 16,0,21100297,45.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18574,3.0,0.0,2011-12,0.0,MIN,0,shot - 24,0,21100297,32.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18575,3.0,0.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,27.4,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18576,3.0,0.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,69.2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18577,3.0,0.0,2011-12,0.0,MIN,0,0,shot - 3,21100297,45.0,114.7616,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18578,3.0,0.0,2011-12,0.0,MIN,0,shot - 36,0,21100297,42.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18579,3.0,0.0,2011-12,0.0,MIN,0,shot - 40,0,21100297,28.2,27.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18580,3.0,0.0,2011-12,0.0,MIN,0,0,shot - 4,21100297,20.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18581,3.0,0.0,2011-12,0.0,MIN,0,shot - 47,0,21100297,57.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18582,4.0,0.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,42.0,11.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18583,4.0,0.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,36.0,101.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18584,4.0,0.0,2011-12,0.0,MIN,0,shot - 17,0,21100297,36.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18585,4.0,0.0,2011-12,5.0,MIN,0,shot - 17,0,21100297,32.864000000000004,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18586,4.0,0.0,2011-12,1.0,MIN,0,0,shot - 3,21100297,28.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18587,1.0,0.0,2011-12,0.0,CHA,1,0,shot - 3,21100313,77.86399999999999,89.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18588,1.0,0.0,2011-12,1.0,CHA,1,0,shot - 3,21100313,34.2,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18589,1.0,0.0,2011-12,1.0,CHA,1,0,shot - 3,21100313,45.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18590,1.0,0.0,2011-12,0.0,CHA,1,0,shot - 3,21100313,46.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18591,1.0,0.0,2011-12,1.0,CHA,1,0,shot - 4,21100313,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18592,1.0,0.0,2011-12,1.0,CHA,1,0,shot - 3,21100313,40.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18593,3.0,0.0,2011-12,5.0,CHA,1,shot - 54,0,21100313,46.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18594,1.0,0.0,2011-12,1.0,CHA,1,0,shot - 3,21100313,24.2,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18595,1.0,0.0,2011-12,1.0,CHA,1,shot - 36,0,21100313,36.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18596,1.0,0.0,2011-12,1.0,CHA,1,shot - 44,0,21100313,29.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18597,1.0,0.0,2011-12,5.0,CHA,1,0,shot - 3,21100313,46.707029,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18598,1.0,0.0,2011-12,0.0,CHA,1,shot - 17,0,21100313,49.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18599,2.0,0.0,2011-12,1.0,CHA,1,0,shot - 3,21100313,56.2,75.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18600,2.0,0.0,2011-12,5.0,CHA,1,shot - 41,0,21100313,32.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18601,2.0,0.0,2011-12,5.0,CHA,1,0,shot - 3,21100313,31.0,82.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18602,2.0,0.0,2011-12,0.0,CHA,1,shot - 35,0,21100313,43.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18603,3.0,0.0,2011-12,0.0,CHA,1,shot - 48,0,21100313,46.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18604,3.0,0.0,2011-12,0.0,CHA,1,shot - 33,0,21100313,43.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18605,3.0,0.0,2011-12,0.0,CHA,1,shot - 32,0,21100313,23.0,39.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18606,3.0,0.0,2011-12,0.0,CHA,1,shot - 44,0,21100313,46.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18607,3.0,0.0,2011-12,0.0,CHA,1,0,shot - 3,21100313,54.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18608,1.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,46.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18609,1.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,25.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18610,1.0,0.0,2011-12,1.0,DEN,0,0,shot - 4,21100341,21.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18611,1.0,0.0,2011-12,1.0,DEN,0,shot - 27,0,21100341,39.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18612,2.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,33.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18613,2.0,0.0,2011-12,0.0,DEN,0,shot - 39,0,21100341,21.0,107.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18614,2.0,0.0,2011-12,0.0,DEN,0,shot - 4,0,21100341,40.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18615,2.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,37.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18616,2.0,0.0,2011-12,0.0,DEN,0,0,shot - 4,21100341,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18617,2.0,0.0,2011-12,0.0,DEN,0,shot - 52,0,21100341,33.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18618,3.0,0.0,2011-12,0.0,DEN,0,shot - 44,0,21100341,41.2,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18619,3.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,45.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18620,3.0,0.0,2011-12,5.0,DEN,0,0,shot - 3,21100341,27.0,51.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18621,3.0,0.0,2011-12,5.0,DEN,0,shot - 52,0,21100341,37.0,35.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18622,3.0,0.0,2011-12,0.0,DEN,0,0,shot - 4,21100341,21.0,55.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18623,3.0,1.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,55.7,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18624,3.0,0.0,2011-12,1.0,DEN,0,0,shot - 4,21100341,47.36400000000001,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18625,3.0,0.0,2011-12,5.0,DEN,0,0,shot - 4,21100341,21.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18626,4.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,26.0,50.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18627,4.0,0.0,2011-12,1.0,DEN,0,shot - 26,0,21100341,45.0,46.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18628,4.0,0.0,2011-12,0.0,DEN,0,shot - 42,0,21100341,45.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18629,4.0,1.0,2011-12,5.0,DEN,0,shot - 4,0,21100341,21.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18630,4.0,0.0,2011-12,0.0,DEN,0,0,shot - 3,21100341,27.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18631,1.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,23.0,110.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18632,1.0,0.0,2011-12,0.0,UTA,0,shot - 14,0,21100351,30.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18633,1.0,0.0,2011-12,1.0,UTA,0,0,shot - 4,21100351,23.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18634,1.0,0.0,2011-12,1.0,UTA,0,0,shot - 4,21100351,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18635,2.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,36.0,118.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18636,2.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,32.364000000000004,111.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18637,2.0,0.0,2011-12,5.0,UTA,0,shot - 28,0,21100351,45.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18638,2.0,0.0,2011-12,1.0,UTA,0,shot - 36,0,21100351,40.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18639,3.0,0.0,2011-12,0.0,UTA,0,shot - 36,0,21100351,44.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18640,4.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,44.0,64.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18641,4.0,0.0,2011-12,1.0,UTA,0,0,shot - 3,21100351,46.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18642,4.0,0.0,2011-12,1.0,UTA,0,shot - 11,0,21100351,44.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18643,4.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,29.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18644,4.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,26.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18645,4.0,0.0,2011-12,0.0,UTA,0,shot - 12,0,21100351,41.0,22.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18646,4.0,0.0,2011-12,0.0,UTA,0,0,shot - 3,21100351,48.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18647,1.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,46.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18648,1.0,0.0,2011-12,1.0,PHI,0,shot - 31,0,21100357,28.7,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18649,1.0,0.0,2011-12,5.0,PHI,0,shot - 0,0,21100357,44.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18650,1.0,0.0,2011-12,0.0,PHI,0,shot - 49,0,21100357,21.0,99.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18651,1.0,0.0,2011-12,0.0,PHI,0,shot - 9,0,21100357,26.0,114.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18652,1.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,35.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18653,1.0,0.0,2011-12,5.0,PHI,0,shot - 38,0,21100357,34.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18654,1.0,0.0,2011-12,1.0,PHI,0,shot - 17,0,21100357,42.0,35.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18655,1.0,0.0,2011-12,1.0,PHI,0,0,shot - 3,21100357,49.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18656,2.0,0.0,2011-12,1.0,PHI,0,shot - 17,0,21100357,43.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18657,2.0,0.0,2011-12,1.0,PHI,0,0,shot - 3,21100357,46.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18658,2.0,0.0,2011-12,1.0,PHI,0,shot - 34,0,21100357,43.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18659,2.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,38.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18660,2.0,0.0,2011-12,5.0,PHI,0,0,shot - 3,21100357,43.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18661,3.0,0.0,2011-12,1.0,PHI,0,0,shot - 4,21100357,22.0,107.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18662,3.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,45.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18663,4.0,0.0,2011-12,0.0,PHI,0,shot - 43,0,21100357,49.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18664,4.0,0.0,2011-12,0.0,PHI,0,shot - 32,0,21100357,37.0,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18665,4.0,0.0,2011-12,0.0,PHI,0,shot - 19,0,21100357,27.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18666,4.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,33.0,64.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18667,4.0,0.0,2011-12,0.0,PHI,0,shot - 29,0,21100357,44.864,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18668,4.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,47.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18669,4.0,0.0,2011-12,0.0,PHI,0,0,shot - 3,21100357,34.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18670,4.0,0.0,2011-12,1.0,PHI,0,shot - 38,0,21100357,29.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18671,4.0,0.0,2011-12,5.0,PHI,0,shot - 15,0,21100357,29.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18672,4.0,0.0,2011-12,5.0,PHI,0,shot - 33,0,21100357,68.7,33.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18673,1.0,0.0,2011-12,1.0,BOS,0,0,shot - 3,21100384,42.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18674,1.0,0.0,2011-12,1.0,BOS,0,shot - 15,0,21100384,30.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18675,2.0,0.0,2011-12,1.0,BOS,0,shot - 31,0,21100384,28.2,50.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18676,2.0,1.0,2011-12,1.0,BOS,0,0,shot - 3,21100384,38.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
