shot_id_number,power_of_shot,knockout_match,is_goal_x,home/away,type_of_shot,type_of_combined_shot,distance_of_shot_avg,remaining_min_1,opposing_team,match_id_n,area_of_shot_n,shot_basics_n,game_season_n
28650,2.0,1.0,0.0,1,0,shot - 3,42.0,115.64,585.0,13.0,1102.0,3851.0,820.0
28655,3.0,1.0,1.0,1,shot - 31,0,65.7,8.0,585.0,13.0,1102.0,3851.0,820.0
28659,4.0,1.0,1.0,1,0,shot - 3,37.0,6.0,585.0,13.0,1102.0,3851.0,820.0
28698,1.0,1.0,1.0,0,0,shot - 3,37.0,0.0,585.0,5.0,1102.0,3851.0,820.0
28726,3.0,1.0,1.0,1,shot - 44,0,37.0,4.0,585.0,8.0,1102.0,3851.0,820.0
28759,2.0,1.0,1.0,1,0,shot - 3,38.0,6.0,585.0,3.0,1102.0,3851.0,820.0
14018,3.0,0.0,1.0,1,0,shot - 3,40.0,37.64,672.0,6.0,1102.0,3851.0,820.0
14549,4.0,0.0,1.0,0,shot - 39,0,36.0,77.2,672.0,8.0,1102.0,3851.0,820.0
14552,4.0,0.0,0.0,0,shot - 54,0,38.0,78.2,672.0,8.0,1102.0,3851.0,820.0
13197,3.0,0.0,0.0,0,shot - 36,0,39.0,2.0,584.0,9.0,1102.0,3851.0,820.0
13206,4.0,0.0,0.0,0,0,shot - 3,37.0,1.0,584.0,9.0,1102.0,3851.0,820.0
13366,3.0,0.0,1.0,1,shot - 44,0,67.7,2.0,584.0,7.0,1102.0,3851.0,820.0
14392,3.0,0.0,0.0,0,0,shot - 3,39.0,6.0,584.0,9.0,1102.0,3851.0,820.0
14807,2.0,0.0,1.0,1,shot - 38,0,38.2,5.0,584.0,9.0,1102.0,3851.0,820.0
28768,1.0,1.0,0.0,1,0,shot - 3,36.0,9.0,584.0,11.0,1102.0,3851.0,820.0
28795,1.0,1.0,1.0,1,0,shot - 3,38.0,9.0,584.0,8.0,1102.0,3851.0,820.0
28804,2.0,1.0,0.0,1,0,shot - 3,40.0,1.0,584.0,8.0,1102.0,3851.0,820.0
28809,3.0,1.0,0.0,1,shot - 34,0,50.2,0.0,584.0,8.0,1102.0,3851.0,820.0
28817,1.0,1.0,0.0,0,shot - 36,0,67.7,2.0,584.0,8.0,1102.0,3851.0,820.0
28870,3.0,1.0,1.0,1,shot - 20,0,41.0,72.64,584.0,6.0,1102.0,3851.0,820.0
13563,1.0,0.0,1.0,1,0,shot - 3,37.0,1.0,617.0,10.0,1102.0,3851.0,820.0
14792,1.0,0.0,1.0,0,shot - 2,0,42.0,0.0,617.0,6.0,1102.0,3851.0,820.0
13321,3.0,0.0,1.0,1,0,shot - 3,39.0,9.0,213.0,8.0,1102.0,3851.0,820.0
14628,3.0,0.0,1.0,0,0,shot - 3,36.7,8.0,213.0,9.0,1102.0,3851.0,820.0
14634,3.0,0.0,0.0,0,0,shot - 3,41.0,0.0,213.0,9.0,1102.0,3851.0,820.0
13749,1.0,0.0,0.0,1,0,shot - 3,37.0,0.0,493.0,8.0,1102.0,3851.0,820.0
14595,1.0,0.0,0.0,1,0,shot - 3,36.0,1.0,493.0,6.0,1102.0,3851.0,820.0
13579,1.0,0.0,0.0,1,0,shot - 3,40.0,9.0,516.0,6.0,1102.0,3851.0,820.0
13595,3.0,0.0,0.0,1,0,shot - 3,41.0,2.0,516.0,6.0,1102.0,3851.0,820.0
14067,4.0,0.0,1.0,0,shot - 31,0,42.0,4.0,516.0,10.0,1102.0,3851.0,820.0
14329,3.0,0.0,0.0,0,shot - 40,0,24.2,6.0,516.0,9.0,1102.0,3851.0,820.0
14474,2.0,0.0,1.0,1,shot - 12,0,41.0,1.0,516.0,5.0,1102.0,3851.0,820.0
13855,3.0,0.0,0.0,1,0,shot - 3,30.7,1.0,237.0,9.0,1102.0,3851.0,820.0
13246,1.0,0.0,1.0,0,0,shot - 3,28.7,63.64,443.0,9.0,1102.0,3851.0,820.0
13253,2.0,0.0,0.0,0,0,shot - 3,36.0,34.64,443.0,9.0,1102.0,3851.0,820.0
13261,4.0,0.0,1.0,0,0,shot - 3,36.0,93.64,443.0,9.0,1102.0,3851.0,820.0
14558,1.0,0.0,0.0,1,shot - 10,0,36.0,1.0,443.0,8.0,1102.0,3851.0,820.0
14559,2.0,0.0,1.0,1,shot - 16,0,37.0,7.0,443.0,8.0,1102.0,3851.0,820.0
13467,1.0,0.0,0.0,0,0,shot - 3,40.0,9.0,259.0,10.0,1102.0,3851.0,820.0
14581,3.0,0.0,1.0,1,0,shot - 3,37.0,9.0,259.0,5.0,1102.0,3851.0,820.0
13511,2.0,0.0,0.0,1,shot - 40,0,44.7,2.0,197.0,6.0,1102.0,3851.0,820.0
14747,2.0,0.0,1.0,0,shot - 44,0,37.0,3.0,197.0,7.0,1102.0,3851.0,820.0
14749,3.0,0.0,0.0,0,0,shot - 3,31.2,9.0,197.0,7.0,1102.0,3851.0,820.0
14760,4.0,0.0,0.0,0,shot - 6,0,40.0,0.0,197.0,7.0,1102.0,3851.0,820.0
13438,2.0,0.0,1.0,1,0,shot - 3,41.0,2.0,240.0,7.0,1102.0,3851.0,820.0
13439,2.0,0.0,1.0,1,shot - 54,0,37.0,1.0,240.0,7.0,1102.0,3851.0,820.0
14140,3.0,0.0,1.0,0,0,shot - 3,41.0,2.0,240.0,11.0,1102.0,3851.0,820.0
13637,3.0,0.0,0.0,0,shot - 4,0,42.0,11.0,216.0,8.0,1102.0,3851.0,820.0
13646,4.0,0.0,0.0,0,shot - 36,0,39.0,4.0,216.0,8.0,1102.0,3851.0,820.0
13350,4.0,0.0,0.0,0,0,shot - 3,38.0,65.64,654.0,7.0,1102.0,3851.0,820.0
14405,1.0,0.0,0.0,0,shot - 53,0,42.0,10.0,654.0,15.0,1102.0,3851.0,820.0
13396,2.0,0.0,0.0,1,shot - 30,0,30.7,5.0,175.0,4.0,1102.0,3851.0,820.0
14677,1.0,0.0,0.0,0,shot - 16,0,37.0,76.64,175.0,4.0,1102.0,3851.0,820.0
13624,4.0,0.0,1.0,1,0,shot - 3,38.0,1.0,256.0,11.0,1102.0,3851.0,820.0
14000,3.0,0.0,0.0,1,0,shot - 3,42.0,4.0,204.0,3.0,1102.0,3851.0,820.0
13653,1.0,0.0,0.0,0,shot - 43,0,39.0,7.0,246.0,13.0,1102.0,3851.0,820.0
13668,3.0,0.0,0.0,0,0,shot - 3,36.0,11.0,246.0,13.0,1102.0,3851.0,820.0
13931,2.0,0.0,1.0,1,0,shot - 3,37.0,69.64,246.0,7.0,1102.0,3851.0,820.0
28901,3.0,1.0,1.0,1,0,shot - 3,36.0,7.0,246.0,14.0,1102.0,3851.0,820.0
28925,3.0,1.0,0.0,1,shot - 44,0,40.0,1.0,246.0,14.0,1102.0,3851.0,820.0
28933,1.0,1.0,1.0,1,0,shot - 3,37.0,117.64,246.0,8.0,1102.0,3851.0,820.0
28984,1.0,1.0,1.0,0,0,shot - 3,38.0,3.0,246.0,9.0,1102.0,3851.0,820.0
28985,1.0,1.0,1.0,0,0,shot - 3,37.364000000000004,0.0,246.0,9.0,1102.0,3851.0,820.0
28986,2.0,1.0,0.0,0,shot - 31,0,40.0,5.0,246.0,9.0,1102.0,3851.0,820.0
28989,2.0,1.0,0.0,0,0,shot - 3,39.0,2.0,246.0,9.0,1102.0,3851.0,820.0
28994,3.0,1.0,0.0,0,shot - 36,0,36.0,5.0,246.0,9.0,1102.0,3851.0,820.0
28998,4.0,1.0,1.0,0,shot - 36,0,61.7,7.0,246.0,9.0,1102.0,3851.0,820.0
14258,1.0,0.0,0.0,1,0,shot - 3,43.0,27.64,192.0,4.0,1102.0,3851.0,820.0
14259,2.0,0.0,1.0,1,shot - 36,0,39.0,1.0,192.0,4.0,1102.0,3851.0,820.0
14699,2.0,0.0,1.0,0,0,shot - 3,38.0,2.0,192.0,5.0,1102.0,3851.0,820.0
14707,3.0,0.0,0.0,0,0,shot - 3,37.0,3.0,192.0,5.0,1102.0,3851.0,820.0
14083,3.0,0.0,0.0,0,shot - 15,0,63.7,6.0,375.0,8.0,1102.0,3851.0,820.0
13734,3.0,0.0,0.0,1,0,shot - 3,49.7,11.0,306.0,11.0,1102.0,3851.0,820.0
13741,4.0,0.0,1.0,1,0,shot - 3,37.0,9.0,306.0,11.0,1102.0,3851.0,820.0
14157,1.0,0.0,0.0,0,shot - 36,0,39.0,1.0,306.0,7.0,1102.0,3851.0,820.0
14173,4.0,0.0,0.0,0,0,shot - 3,42.0,0.0,306.0,7.0,1102.0,3851.0,820.0
14177,5.0,0.0,0.0,0,shot - 39,0,40.0,0.0,306.0,7.0,1102.0,3851.0,820.0
13271,3.0,0.0,0.0,0,shot - 2,0,38.0,11.0,207.0,3.0,1102.0,3851.0,820.0
13273,3.0,0.0,1.0,0,shot - 15,0,36.0,55.64,207.0,3.0,1102.0,3851.0,820.0
13810,3.0,0.0,1.0,1,0,shot - 3,37.0,8.0,207.0,11.0,1102.0,3851.0,820.0
14299,2.0,0.0,0.0,1,0,shot - 3,36.0,5.0,207.0,10.0,1102.0,3851.0,820.0
14027,2.0,0.0,0.0,1,shot - 52,0,39.0,2.0,157.0,14.0,1102.0,3851.0,820.0
14654,3.0,0.0,1.0,0,shot - 41,0,37.0,8.0,223.0,5.0,1102.0,3851.0,820.0
14492,2.0,0.0,1.0,0,0,shot - 3,36.7,2.0,573.0,10.0,1384.0,3851.0,820.0
14232,2.0,0.0,1.0,0,0,shot - 3,36.0,0.0,507.0,9.0,1384.0,3851.0,820.0
14860,3.0,0.0,0.0,1,shot - 56,0,40.0,4.0,507.0,5.0,1384.0,3851.0,820.0
28505,2.0,1.0,1.0,1,0,shot - 3,36.0,4.0,507.0,4.0,1384.0,3851.0,820.0
28517,4.0,1.0,0.0,1,0,shot - 3,36.0,2.0,507.0,4.0,1384.0,3851.0,820.0
28530,3.0,1.0,1.0,1,0,shot - 3,70.7,0.0,507.0,6.0,1384.0,3851.0,820.0
28537,1.0,1.0,0.0,0,0,shot - 3,41.7,5.0,507.0,2.0,1384.0,3851.0,820.0
28552,3.0,1.0,0.0,0,shot - 25,0,71.7,81.64,507.0,2.0,1384.0,3851.0,820.0
28565,1.0,1.0,0.0,0,0,shot - 3,40.0,6.0,507.0,12.0,1384.0,3851.0,820.0
28575,3.0,1.0,1.0,0,shot - 10,0,49.2,68.64,507.0,12.0,1384.0,3851.0,820.0
28576,3.0,1.0,1.0,0,0,shot - 3,41.0,9.0,507.0,12.0,1384.0,3851.0,820.0
28582,4.0,1.0,1.0,0,0,shot - 3,40.0,6.0,507.0,12.0,1384.0,3851.0,820.0
13173,1.0,0.0,1.0,0,0,shot - 3,38.0,4.0,467.0,5.0,1384.0,3851.0,820.0
13174,1.0,0.0,1.0,0,shot - 28,0,39.0,4.0,467.0,5.0,1384.0,3851.0,820.0
13214,1.0,0.0,0.0,1,shot - 36,0,69.86399999999999,102.64,467.0,6.0,1384.0,3851.0,820.0
13239,3.0,0.0,1.0,1,0,shot - 3,63.2,4.0,585.0,9.0,1384.0,3851.0,820.0
13241,3.0,0.0,0.0,1,shot - 9,0,39.0,0.0,585.0,9.0,1384.0,3851.0,820.0
13887,2.0,0.0,0.0,0,shot - 53,0,41.0,4.0,585.0,10.0,1384.0,3851.0,820.0
14511,1.0,0.0,1.0,0,0,shot - 3,35.2,3.0,585.0,12.0,1384.0,3851.0,820.0
14517,3.0,0.0,1.0,0,shot - 31,0,39.0,11.0,585.0,12.0,1384.0,3851.0,820.0
14518,3.0,0.0,1.0,0,0,shot - 3,39.0,10.0,585.0,12.0,1384.0,3851.0,820.0
28607,1.0,1.0,0.0,1,shot - 14,0,36.0,20.64,585.0,11.0,1384.0,3851.0,820.0
28612,2.0,1.0,0.0,1,shot - 52,0,55.7,71.64,585.0,11.0,1384.0,3851.0,820.0
28638,1.0,1.0,1.0,1,shot - 53,0,71.7,9.0,585.0,13.0,1384.0,3851.0,820.0
28644,1.0,1.0,0.0,1,shot - 4,0,40.0,105.64,585.0,13.0,1384.0,3851.0,820.0
28647,1.0,1.0,1.0,1,shot - 26,0,58.86400000000001,0.0,585.0,13.0,1384.0,3851.0,820.0
28666,1.0,1.0,1.0,0,0,shot - 3,42.0,47.64,585.0,10.0,1384.0,3851.0,820.0
28668,1.0,1.0,1.0,0,shot - 21,0,37.0,69.64,585.0,10.0,1384.0,3851.0,820.0
28679,3.0,1.0,0.0,0,0,shot - 3,45.2,3.0,585.0,10.0,1384.0,3851.0,820.0
28714,1.0,1.0,1.0,1,shot - 17,0,36.0,2.0,585.0,8.0,1384.0,3851.0,820.0
28723,3.0,1.0,1.0,1,0,shot - 3,36.0,10.0,585.0,8.0,1384.0,3851.0,820.0
28731,1.0,1.0,0.0,0,0,shot - 3,42.0,7.0,585.0,9.0,1384.0,3851.0,820.0
28746,3.0,1.0,1.0,0,shot - 17,0,38.0,5.0,585.0,9.0,1384.0,3851.0,820.0
28755,1.0,1.0,0.0,1,0,shot - 3,38.0,87.64,585.0,3.0,1384.0,3851.0,820.0
13914,2.0,0.0,0.0,0,0,shot - 3,39.0,65.2,672.0,7.0,1384.0,3851.0,820.0
14008,2.0,0.0,0.0,1,0,shot - 3,41.0,7.0,672.0,6.0,1384.0,3851.0,820.0
14017,3.0,0.0,0.0,1,0,shot - 3,38.0,5.0,672.0,6.0,1384.0,3851.0,820.0
14543,1.0,0.0,1.0,0,0,shot - 3,38.4,0.0,672.0,8.0,1384.0,3851.0,820.0
14544,2.0,0.0,0.0,0,0,shot - 3,37.0,7.0,672.0,8.0,1384.0,3851.0,820.0
13187,1.0,0.0,0.0,0,shot - 38,0,42.0,4.0,584.0,9.0,1384.0,3851.0,820.0
13190,2.0,0.0,0.0,0,shot - 44,0,40.0,55.64,584.0,9.0,1384.0,3851.0,820.0
13352,1.0,0.0,1.0,1,0,shot - 3,36.0,8.0,584.0,7.0,1384.0,3851.0,820.0
14378,1.0,0.0,0.0,0,shot - 43,0,48.2,5.0,584.0,9.0,1384.0,3851.0,820.0
14385,2.0,0.0,1.0,0,0,shot - 3,72.2,4.0,584.0,9.0,1384.0,3851.0,820.0
14396,4.0,0.0,1.0,0,0,shot - 3,39.0,8.0,584.0,9.0,1384.0,3851.0,820.0
14817,3.0,0.0,1.0,1,shot - 38,0,42.0,1.0,584.0,9.0,1384.0,3851.0,820.0
28774,1.0,1.0,0.0,1,shot - 21,0,45.2,1.0,584.0,11.0,1384.0,3851.0,820.0
28789,3.0,1.0,0.0,1,shot - 52,0,39.0,0.0,584.0,11.0,1384.0,3851.0,820.0
28794,4.0,1.0,0.0,1,0,shot - 3,58.86400000000001,0.0,584.0,11.0,1384.0,3851.0,820.0
28832,3.0,1.0,0.0,0,0,shot - 3,39.0,3.0,584.0,8.0,1384.0,3851.0,820.0
28837,4.0,1.0,0.0,0,0,shot - 3,43.0,2.0,584.0,8.0,1384.0,3851.0,820.0
28842,1.0,1.0,1.0,0,0,shot - 3,41.0,0.0,584.0,8.0,1384.0,3851.0,820.0
28853,3.0,1.0,0.0,0,0,shot - 3,41.0,7.0,584.0,8.0,1384.0,3851.0,820.0
13521,1.0,0.0,1.0,0,shot - 41,0,38.0,2.0,617.0,7.0,1384.0,3851.0,820.0
13522,1.0,0.0,0.0,0,shot - 29,0,69.2,1.0,617.0,7.0,1384.0,3851.0,820.0
13523,2.0,0.0,0.0,0,0,shot - 3,40.0,6.0,617.0,7.0,1384.0,3851.0,820.0
13531,3.0,0.0,1.0,0,shot - 39,0,40.0,3.0,617.0,7.0,1384.0,3851.0,820.0
13558,1.0,0.0,1.0,1,0,shot - 3,38.0,11.0,617.0,10.0,1384.0,3851.0,820.0
14799,3.0,0.0,0.0,0,0,shot - 3,76.36399999999998,5.0,617.0,6.0,1384.0,3851.0,820.0
13318,3.0,0.0,1.0,1,0,shot - 3,72.2,17.0,213.0,8.0,1384.0,3851.0,820.0
13744,1.0,0.0,1.0,1,0,shot - 3,41.0,11.0,493.0,8.0,1384.0,3851.0,820.0
13745,1.0,0.0,1.0,1,shot - 9,0,39.0,10.0,493.0,8.0,1384.0,3851.0,820.0
13747,1.0,0.0,0.0,1,0,shot - 3,40.0,5.0,493.0,8.0,1384.0,3851.0,820.0
13835,3.0,0.0,0.0,0,0,shot - 3,39.0,0.0,493.0,6.0,1384.0,3851.0,820.0
13836,4.0,0.0,0.0,0,0,shot - 3,57.36400000000001,7.0,493.0,6.0,1384.0,3851.0,820.0
14275,2.0,0.0,0.0,0,0,shot - 3,38.0,0.0,493.0,6.0,1384.0,3851.0,820.0
13586,2.0,0.0,1.0,1,shot - 2,0,33.364000000000004,22.64,516.0,6.0,1384.0,3851.0,820.0
13590,3.0,0.0,0.0,1,shot - 27,0,41.0,10.0,516.0,6.0,1384.0,3851.0,820.0
13598,4.0,0.0,0.0,1,0,shot - 3,36.0,5.0,516.0,6.0,1384.0,3851.0,820.0
14048,1.0,0.0,1.0,0,0,shot - 3,43.0,9.0,516.0,10.0,1384.0,3851.0,820.0
14052,1.0,0.0,0.0,0,0,shot - 3,36.0,6.0,516.0,10.0,1384.0,3851.0,820.0
14061,3.0,0.0,1.0,0,shot - 22,0,39.0,8.0,516.0,10.0,1384.0,3851.0,820.0
14332,3.0,0.0,1.0,0,0,shot - 3,64.7,87.64,516.0,9.0,1384.0,3851.0,820.0
14466,1.0,0.0,1.0,1,0,shot - 3,40.0,10.0,516.0,5.0,1384.0,3851.0,820.0
14468,1.0,0.0,0.0,1,0,shot - 3,47.7,1.0,516.0,5.0,1384.0,3851.0,820.0
13458,3.0,0.0,1.0,0,shot - 17,0,53.2,9.0,237.0,9.0,1384.0,3851.0,820.0
13845,1.0,0.0,0.0,1,0,shot - 3,39.0,68.2,237.0,9.0,1384.0,3851.0,820.0
13861,4.0,0.0,1.0,1,0,shot - 3,39.0,1.0,237.0,9.0,1384.0,3851.0,820.0
13251,2.0,0.0,1.0,0,shot - 44,0,40.0,5.0,443.0,9.0,1384.0,3851.0,820.0
13260,4.0,0.0,1.0,0,shot - 44,0,40.0,7.0,443.0,9.0,1384.0,3851.0,820.0
13406,1.0,0.0,0.0,1,0,shot - 3,36.0,10.0,443.0,12.0,1384.0,3851.0,820.0
13407,1.0,0.0,0.0,1,0,shot - 3,41.0,7.0,443.0,12.0,1384.0,3851.0,820.0
13420,3.0,0.0,0.0,1,shot - 46,0,38.0,5.0,443.0,12.0,1384.0,3851.0,820.0
13425,4.0,0.0,1.0,1,shot - 35,0,39.0,7.0,443.0,12.0,1384.0,3851.0,820.0
14569,3.0,0.0,1.0,1,0,shot - 3,37.0,62.2,443.0,8.0,1384.0,3851.0,820.0
14573,4.0,0.0,1.0,1,0,shot - 3,39.0,1.0,443.0,8.0,1384.0,3851.0,820.0
13470,1.0,0.0,1.0,0,shot - 47,0,38.0,103.2,259.0,10.0,1384.0,3851.0,820.0
13475,2.0,0.0,1.0,0,0,shot - 3,38.0,2.0,259.0,10.0,1384.0,3851.0,820.0
13478,3.0,0.0,0.0,0,0,shot - 3,52.7,11.0,259.0,10.0,1384.0,3851.0,820.0
14579,3.0,0.0,0.0,1,shot - 11,0,38.0,11.0,259.0,5.0,1384.0,3851.0,820.0
14580,3.0,0.0,1.0,1,0,shot - 3,40.0,10.0,259.0,5.0,1384.0,3851.0,820.0
14584,4.0,0.0,0.0,1,shot - 18,0,40.0,9.0,259.0,5.0,1384.0,3851.0,820.0
13294,3.0,0.0,0.0,1,0,shot - 3,38.0,11.0,246.0,9.0,1384.0,3851.0,820.0
14661,1.0,0.0,1.0,0,shot - 17,0,64.36399999999999,91.2,246.0,8.0,1384.0,3851.0,820.0
13433,1.0,0.0,1.0,1,shot - 48,0,37.0,2.0,240.0,7.0,1384.0,3851.0,820.0
14145,4.0,0.0,1.0,0,0,shot - 3,58.7,70.64,240.0,11.0,1384.0,3851.0,820.0
13628,1.0,0.0,0.0,0,shot - 28,0,40.0,90.2,216.0,8.0,1384.0,3851.0,820.0
13634,2.0,0.0,0.0,0,shot - 36,0,40.0,90.64,216.0,8.0,1384.0,3851.0,820.0
13335,2.0,0.0,0.0,0,shot - 14,0,40.0,5.0,654.0,7.0,1384.0,3851.0,820.0
14407,1.0,0.0,0.0,0,shot - 3,0,42.0,6.0,654.0,15.0,1384.0,3851.0,820.0
14418,2.0,0.0,0.0,0,0,shot - 3,39.0,2.0,654.0,15.0,1384.0,3851.0,820.0
14430,3.0,0.0,0.0,0,0,shot - 3,40.0,5.0,654.0,15.0,1384.0,3851.0,820.0
13959,3.0,0.0,0.0,1,0,shot - 3,52.864,11.0,214.0,7.0,1384.0,3851.0,820.0
13398,3.0,0.0,1.0,1,0,shot - 3,25.7,11.0,175.0,4.0,1384.0,3851.0,820.0
14693,4.0,0.0,0.0,0,shot - 36,0,42.0,3.0,175.0,4.0,1384.0,3851.0,820.0
14694,4.0,0.0,0.0,0,0,shot - 3,37.0,1.0,175.0,4.0,1384.0,3851.0,820.0
13615,3.0,0.0,1.0,1,0,shot - 3,36.0,115.7616,256.0,11.0,1384.0,3851.0,820.0
13616,3.0,0.0,1.0,1,0,shot - 3,36.0,6.0,256.0,11.0,1384.0,3851.0,820.0
13619,3.0,0.0,0.0,1,shot - 39,0,37.0,87.64,256.0,11.0,1384.0,3851.0,820.0
13620,4.0,0.0,1.0,1,shot - 36,0,58.36400000000001,7.0,256.0,11.0,1384.0,3851.0,820.0
14092,1.0,0.0,1.0,0,0,shot - 3,40.0,9.0,256.0,15.0,1384.0,3851.0,820.0
14093,1.0,0.0,0.0,0,shot - 33,0,39.0,9.0,256.0,15.0,1384.0,3851.0,820.0
13498,4.0,0.0,0.0,0,0,shot - 3,39.0,5.0,204.0,4.0,1384.0,3851.0,820.0
13501,4.0,0.0,0.0,0,shot - 23,0,47.2,1.0,204.0,4.0,1384.0,3851.0,820.0
13649,1.0,0.0,1.0,0,0,shot - 3,49.2,11.0,246.0,13.0,1384.0,3851.0,820.0
13662,2.0,0.0,1.0,0,shot - 45,0,36.0,55.64,246.0,13.0,1384.0,3851.0,820.0
13665,2.0,0.0,1.0,0,shot - 31,0,40.0,2.0,246.0,13.0,1384.0,3851.0,820.0
13930,1.0,0.0,0.0,1,0,shot - 3,41.0,6.0,246.0,7.0,1384.0,3851.0,820.0
13934,2.0,0.0,1.0,1,shot - 6,0,39.0,2.0,246.0,7.0,1384.0,3851.0,820.0
13942,4.0,0.0,1.0,1,shot - 43,0,37.0,7.0,246.0,7.0,1384.0,3851.0,820.0
13945,4.0,0.0,0.0,1,shot - 36,0,41.0,4.0,246.0,7.0,1384.0,3851.0,820.0
28908,2.0,1.0,1.0,1,shot - 14,0,39.0,5.0,246.0,14.0,1384.0,3851.0,820.0
28932,1.0,1.0,0.0,1,0,shot - 3,40.0,11.0,246.0,8.0,1384.0,3851.0,820.0
28934,1.0,1.0,0.0,1,0,shot - 3,74.2,4.0,246.0,8.0,1384.0,3851.0,820.0
28956,1.0,1.0,1.0,0,0,shot - 3,37.0,4.0,246.0,11.0,1384.0,3851.0,820.0
28979,1.0,1.0,1.0,0,0,shot - 3,40.0,11.0,246.0,9.0,1384.0,3851.0,820.0
29011,1.0,1.0,1.0,0,0,shot - 3,38.0,9.0,246.0,8.0,1384.0,3851.0,820.0
29015,1.0,1.0,0.0,0,0,shot - 3,36.0,1.0,246.0,8.0,1384.0,3851.0,820.0
29028,4.0,1.0,0.0,0,0,shot - 3,37.0,6.0,246.0,8.0,1384.0,3851.0,820.0
14256,1.0,0.0,0.0,1,0,shot - 3,38.0,5.0,192.0,4.0,1384.0,3851.0,820.0
14452,2.0,0.0,0.0,1,0,shot - 3,42.0,3.0,375.0,9.0,1384.0,3851.0,820.0
14453,2.0,0.0,0.0,1,shot - 41,0,71.7,72.64,375.0,9.0,1384.0,3851.0,820.0
14456,3.0,0.0,1.0,1,0,shot - 3,37.0,9.0,375.0,9.0,1384.0,3851.0,820.0
14457,3.0,0.0,1.0,1,shot - 17,0,55.7,9.0,375.0,9.0,1384.0,3851.0,820.0
14464,3.0,0.0,1.0,1,shot - 39,0,40.0,0.0,375.0,9.0,1384.0,3851.0,820.0
13726,1.0,0.0,1.0,1,0,shot - 3,38.0,3.0,306.0,11.0,1384.0,3851.0,820.0
13731,2.0,0.0,1.0,1,shot - 19,0,37.0,38.64,306.0,11.0,1384.0,3851.0,820.0
13732,2.0,0.0,0.0,1,0,shot - 3,41.2,80.64,306.0,11.0,1384.0,3851.0,820.0
14162,2.0,0.0,0.0,0,0,shot - 3,38.0,83.64,306.0,7.0,1384.0,3851.0,820.0
13267,1.0,0.0,0.0,0,0,shot - 3,38.0,2.0,207.0,3.0,1384.0,3851.0,820.0
13277,4.0,0.0,0.0,0,0,shot - 3,39.0,4.0,207.0,3.0,1384.0,3851.0,820.0
13712,3.0,0.0,1.0,0,shot - 50,0,55.2,9.0,207.0,4.0,1384.0,3851.0,820.0
13718,4.0,0.0,1.0,0,0,shot - 3,42.0,4.0,207.0,4.0,1384.0,3851.0,820.0
13719,4.0,0.0,1.0,0,shot - 29,0,39.0,3.0,207.0,4.0,1384.0,3851.0,820.0
13803,1.0,0.0,1.0,1,0,shot - 3,38.0,4.0,207.0,11.0,1384.0,3851.0,820.0
13804,1.0,0.0,0.0,1,shot - 17,0,41.0,42.64,207.0,11.0,1384.0,3851.0,820.0
13820,4.0,0.0,0.0,1,shot - 46,0,25.7,6.0,207.0,11.0,1384.0,3851.0,820.0
14316,5.0,0.0,0.0,1,0,shot - 3,36.0,2.0,207.0,10.0,1384.0,3851.0,820.0
14019,1.0,0.0,0.0,1,0,shot - 3,36.0,113.64,157.0,14.0,1384.0,3851.0,820.0
14023,2.0,0.0,0.0,1,shot - 32,0,41.0,99.64,157.0,14.0,1384.0,3851.0,820.0
14029,3.0,0.0,1.0,1,shot - 17,0,36.0,10.0,157.0,14.0,1384.0,3851.0,820.0
14032,3.0,0.0,0.0,1,shot - 22,0,36.0,54.64,157.0,14.0,1384.0,3851.0,820.0
14034,3.0,0.0,1.0,1,0,shot - 3,36.0,3.0,157.0,14.0,1384.0,3851.0,820.0
14040,4.0,0.0,1.0,1,shot - 43,0,37.0,1.0,157.0,14.0,1384.0,3851.0,820.0
14714,1.0,0.0,1.0,0,shot - 46,0,38.0,11.0,157.0,9.0,1384.0,3851.0,820.0
14718,1.0,0.0,0.0,0,shot - 5,0,38.0,6.0,157.0,9.0,1384.0,3851.0,820.0
14722,1.0,0.0,0.0,0,0,shot - 3,52.2,15.2,157.0,9.0,1384.0,3851.0,820.0
14220,4.0,0.0,0.0,1,shot - 56,0,61.2,2.0,223.0,12.0,1384.0,3851.0,820.0
13165,3.0,0.0,0.0,1,0,shot - 3,42.0,7.0,573.0,5.0,5336.0,3851.0,820.0
14500,3.0,0.0,1.0,0,0,shot - 3,40.0,83.2,573.0,10.0,5336.0,3851.0,820.0
14504,4.0,0.0,1.0,0,shot - 36,0,43.0,10.0,573.0,10.0,5336.0,3851.0,820.0
14843,4.0,0.0,0.0,0,shot - 17,0,42.0,1.0,573.0,7.0,5336.0,3851.0,820.0
13776,4.0,0.0,1.0,1,shot - 34,0,39.0,34.2,507.0,10.0,5336.0,3851.0,820.0
13779,4.0,0.0,0.0,1,shot - 36,0,36.0,3.0,507.0,10.0,5336.0,3851.0,820.0
14226,1.0,0.0,1.0,0,shot - 38,0,48.7,75.64,507.0,9.0,5336.0,3851.0,820.0
28515,4.0,1.0,1.0,1,shot - 38,0,27.7,5.0,507.0,4.0,5336.0,3851.0,820.0
28529,3.0,1.0,0.0,1,shot - 47,0,37.0,1.0,507.0,6.0,5336.0,3851.0,820.0
28562,1.0,1.0,1.0,0,0,shot - 3,39.0,70.64,507.0,12.0,5336.0,3851.0,820.0
28591,3.0,1.0,0.0,1,shot - 7,0,34.0,7.0,507.0,9.0,5336.0,3851.0,820.0
