,shot_id_number,power_of_shot,knockout_match,game_season,is_goal,area_of_shot,shot_basics,date_of_game,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1
16543,16544,3.0,0.0,2010-11,0.0,Left Side(L),Left Corner,2010-11-07,POR,1,0,shot - 3,21000094,44.0,2.0
16544,16545,3.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-07,POR,1,shot - 26,0,21000094,24.0,11.0
16545,16546,3.0,0.0,2010-11,0.0,U,Mid Range,2010-11-07,POR,1,shot - 29,0,21000094,42.0,11.0
16546,16547,3.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-07,POR,1,0,shot - 4,21000094,22.0,6.0
16547,16548,1.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-09,MIN,1,shot - 36,0,21000107,39.0,11.0
16548,16549,1.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,32.0,10.0
16550,16551,1.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,40.0,93.64
16551,16552,1.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-09,MIN,1,shot - 36,0,21000107,36.0,7.0
16552,16553,1.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-09,MIN,1,shot - 36,0,21000107,46.0,7.0
16553,16554,1.0,0.0,2010-11,1.0,Right Side Center(RC),U,2010-11-09,MIN,1,shot - 36,0,21000107,49.7,4.0
16556,16557,2.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,40.0,5.0
16558,16559,2.0,0.0,2010-11,1.0,Left Side(L),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,36.0,1.0
16559,16560,2.0,0.0,2010-11,1.0,Left Side(L),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,39.0,1.0
16560,16561,2.0,0.0,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-09,MIN,1,shot - 11,0,21000107,44.0,0.0
16561,16562,2.0,0.0,2010-11,1.0,Center(C),Mid Range,2010-11-09,MIN,1,shot - 7,0,21000107,42.0,0.0
16562,16563,3.0,0.0,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-09,MIN,1,0,shot - 3,21000107,45.0,11.0
16563,16564,3.0,0.0,2010-11,0.0,Left Side Center(LC),Penalty Spot,2010-11-09,MIN,1,0,shot - 3,21000107,46.0,10.0
16564,16565,3.0,0.0,2010-11,1.0,Center(C),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,39.0,8.0
16565,16566,3.0,0.0,2010-11,0.0,Right Side Center(RC),U,2010-11-09,MIN,1,0,shot - 3,21000107,44.0,7.0
16567,16568,3.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-09,MIN,1,0,shot - 3,21000107,38.0,3.0
16568,16569,3.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-09,MIN,1,shot - 36,0,21000107,50.7,3.0
16569,16570,4.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-09,MIN,1,0,shot - 3,21000107,26.0,7.0
16570,16571,4.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-09,MIN,1,0,shot - 4,21000107,22.0,6.0
16571,16572,4.0,0.0,2010-11,0.0,Left Side(L),U,2010-11-09,MIN,1,shot - 13,0,21000107,30.0,78.64
16572,16573,4.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-09,MIN,1,shot - 39,0,21000107,31.2,1.0
16573,16574,4.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-09,MIN,1,0,shot - 3,21000107,24.0,1.0
16574,16575,4.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-09,MIN,1,shot - 22,0,21000107,27.0,0.0
16576,16577,1.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-11,DEN,0,0,shot - 3,21000120,48.364,9.0
16577,16578,1.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-11,DEN,0,shot - 27,0,21000120,23.0,7.0
16580,16581,1.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-11,DEN,0,shot - 14,0,21000120,38.0,4.0
16581,16582,1.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-11,DEN,0,0,shot - 3,21000120,40.864,3.0
16582,16583,2.0,45.608000000000004,2010-11,0.0,Right Side(R),Mid Range,2010-11-11,DEN,0,shot - 38,0,21000120,32.0,6.0
16583,16584,2.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-11,DEN,0,shot - 42,0,21000120,56.2,4.0
16584,16585,2.0,0.0,2010-11,1.0,Right Side Center(RC),Mid Range,2010-11-11,DEN,0,shot - 22,0,21000120,43.7,34.2
16585,16586,2.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-11,DEN,0,shot - 39,0,21000120,63.7,3.0
16586,16587,2.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-11,DEN,0,0,shot - 3,21000120,39.0,2.0
16587,16588,2.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-11,DEN,0,0,shot - 3,21000120,37.0,114.2
16588,16589,2.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-11,DEN,0,shot - 32,0,21000120,22.0,0.0
16589,16590,2.0,0.0,2010-11,0.0,Mid Ground(MG),Mid Ground Line,2010-11-11,DEN,0,0,shot - 3,21000120,69.7,0.0
16590,16591,3.0,0.0,2010-11,1.0,Right Side Center(RC),Mid Range,2010-11-11,DEN,0,0,shot - 3,21000120,42.0,11.0
16591,16592,3.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-11,DEN,0,shot - 15,0,21000120,29.2,11.0
16592,16593,3.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-11,DEN,0,shot - 22,0,21000120,28.2,70.64
16593,16594,3.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-11,DEN,0,0,shot - 3,21000120,44.0,7.0
16595,16596,3.0,0.0,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-11,DEN,0,0,shot - 3,21000120,45.0,5.0
16596,16597,3.0,48.8,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-11,DEN,0,0,shot - 3,21000120,45.0,4.0
16598,16599,3.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-11,DEN,0,0,shot - 3,21000120,35.0,0.0
16600,16601,4.0,0.0,2010-11,0.0,Left Side Center(LC),Penalty Spot,2010-11-11,DEN,0,shot - 36,0,21000120,46.0,84.64
16601,16602,3.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-11,DEN,0,0,shot - 0,21000120,37.0,5.0
16602,16603,4.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-11,DEN,0,0,shot - 3,21000120,45.0,3.0
16605,16606,4.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-11,DEN,0,0,shot - 3,21000120,64.86399999999999,1.0
16607,16608,1.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-14,PHX,1,0,shot - 3,21000143,38.0,48.64
16608,16609,1.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-14,PHX,1,0,shot - 3,21000143,25.0,7.0
16610,16611,1.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-14,PHX,1,shot - 43,0,21000143,31.0,2.0
16612,16613,2.0,0.0,2010-11,1.0,Right Side Center(RC),Penalty Spot,2010-11-14,PHX,1,0,shot - 3,21000143,45.0,4.0
16613,16614,2.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-14,PHX,1,0,shot - 3,21000143,61.2,4.0
16614,16615,2.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-14,PHX,1,0,shot - 3,21000143,26.0,3.0
16615,16616,2.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-14,PHX,1,shot - 12,0,21000143,42.0,2.0
16617,16618,3.0,0.0,2010-11,1.0,U,Mid Range,2010-11-14,PHX,1,0,shot - 3,21000143,73.36399999999999,10.0
16618,16619,3.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-14,PHX,1,shot - 35,0,21000143,36.0,5.0
16619,16620,3.0,73.8,2010-11,1.0,Center(C),Goal Line,2010-11-14,PHX,1,shot - 44,0,21000143,24.0,3.0
16620,16621,4.0,133.608,2010-11,0.0,Center(C),Goal Line,2010-11-14,PHX,1,shot - 43,0,21000143,39.2,7.0
16621,16622,4.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-14,PHX,1,0,shot - 3,21000143,32.0,2.0
16622,16623,4.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-14,PHX,1,0,shot - 3,21000143,51.0,0.0
16623,16624,4.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-14,PHX,1,0,shot - 3,21000143,28.7,0.0
16625,16626,4.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-14,PHX,1,shot - 4,0,21000143,22.0,0.0
16626,16627,4.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-14,PHX,1,0,shot - 3,21000143,27.0,0.0
16627,16628,1.0,0.0,2010-11,1.0,U,Goal Area,2010-11-16,MIL,0,shot - 39,0,21000155,21.0,11.0
16628,16629,1.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-16,MIL,0,0,shot - 3,21000155,46.0,9.0
16629,16630,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-16,MIL,0,0,shot - 4,21000155,21.0,9.0
16630,16631,1.0,0.0,2010-11,1.0,Left Side(L),Mid Range,2010-11-16,MIL,0,0,shot - 3,21000155,39.0,8.0
16632,16633,1.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-16,MIL,0,0,shot - 3,21000155,38.0,3.0
16634,16635,2.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-16,MIL,0,0,shot - 2,21000155,27.0,5.0
16636,16637,2.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-16,MIL,0,shot - 18,0,21000155,26.0,31.64
16637,16638,2.0,0.0,2010-11,0.0,Right Side(R),U,2010-11-16,MIL,0,0,shot - 3,21000155,30.0,0.0
16638,16639,2.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-16,MIL,0,0,shot - 3,21000155,61.2,0.0
16639,16640,3.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-16,MIL,0,shot - 51,0,21000155,37.0,11.0
16640,16641,3.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-16,MIL,0,0,shot - 3,21000155,33.0,104.2
16641,16642,3.0,0.0,2010-11,1.0,Right Side(R),Goal Line,2010-11-16,MIL,0,shot - 36,0,21000155,49.7,7.0
16642,16643,3.0,0.0,2010-11,0.0,Left Side Center(LC),Penalty Spot,2010-11-16,MIL,0,shot - 6,0,21000155,47.0,5.0
16643,16644,3.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-16,MIL,0,shot - 39,0,21000155,20.0,3.0
16644,16645,3.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-16,MIL,0,0,shot - 3,21000155,45.0,2.0
16645,16646,3.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-16,MIL,0,0,shot - 3,21000155,31.0,2.0
16646,16647,4.0,0.0,2010-11,0.0,Center(C),Mid Range,2010-11-16,MIL,0,0,shot - 3,21000155,40.0,4.0
16647,16648,4.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-16,MIL,0,shot - 38,0,21000155,44.2,1.0
16648,16649,4.0,0.0,2010-11,1.0,Right Side(R),Goal Line,2010-11-16,MIL,0,shot - 2,0,21000155,28.0,0.0
16650,16651,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-17,DET,0,shot - 4,0,21000161,20.0,10.0
16652,16653,1.0,0.0,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-17,DET,0,shot - 47,0,21000161,45.2,8.0
16657,16658,2.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-17,DET,0,shot - 39,0,21000161,25.2,6.0
16658,16659,2.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-17,DET,0,0,shot - 0,21000161,26.0,101.2
16662,16663,2.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-17,DET,0,0,shot - 3,21000161,46.0,0.0
16663,16664,3.0,0.0,2010-11,1.0,Center(C),Penalty Spot,2010-11-17,DET,0,0,shot - 3,21000161,46.0,48.64
16664,16665,3.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-17,DET,0,0,shot - 3,21000161,45.0,10.0
16665,16666,3.0,0.0,2010-11,1.0,Left Side(L),Goal Line,2010-11-17,DET,0,0,shot - 3,21000161,29.0,27.64
16667,16668,3.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-17,DET,0,0,shot - 3,21000161,39.0,4.0
16669,16670,3.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-17,DET,0,shot - 5,0,21000161,52.2,0.0
16670,16671,1.0,0.0,2010-11,0.0,Right Side Center(RC),U,2010-11-19,MIN,0,shot - 44,0,21000176,40.0,10.0
16671,16672,1.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,35.0,8.0
16673,16674,1.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,36.0,4.0
16676,16677,2.0,0.0,2010-11,1.0,Left Side Center(LC),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,38.0,6.0
16679,16680,2.0,0.0,2010-11,0.0,Left Side Center(LC),U,2010-11-19,MIN,0,0,shot - 3,21000176,44.0,3.0
16680,16681,2.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-19,MIN,0,shot - 25,0,21000176,35.0,71.64
16681,16682,2.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-19,MIN,0,shot - 30,0,21000176,40.2,2.0
16682,16683,2.0,0.0,2010-11,1.0,Right Side Center(RC),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,38.0,103.64
16683,16684,2.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,35.0,0.0
16684,16685,2.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-19,MIN,0,shot - 34,0,21000176,34.0,117.64
16685,16686,3.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,37.0,11.0
16686,16687,3.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-19,MIN,0,0,shot - 3,21000176,32.0,83.64
16687,16688,3.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-19,MIN,0,shot - 32,0,21000176,20.0,9.0
16688,16689,3.0,0.0,2010-11,0.0,Left Side(L),Goal Line,2010-11-19,MIN,0,0,shot - 3,21000176,28.0,9.0
16689,16690,3.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-19,MIN,0,0,shot - 4,21000176,23.0,5.0
16690,16691,3.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-19,MIN,0,shot - 28,0,21000176,37.0,4.0
16691,16692,3.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-19,MIN,0,0,shot - 4,21000176,21.0,4.0
16693,16694,4.0,0.0,2010-11,0.0,Right Side(R),Goal Line,2010-11-19,MIN,0,0,shot - 3,21000176,55.36400000000001,8.0
16694,16695,4.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-19,MIN,0,shot - 2,0,21000176,29.0,6.0
16695,16696,4.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-19,MIN,0,0,shot - 4,21000176,22.0,6.0
16696,16697,4.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-19,MIN,0,shot - 37,0,21000176,27.0,5.0
16697,16698,1.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-21,GSW,1,0,shot - 3,21000194,25.0,11.0
16698,16699,1.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-21,GSW,1,0,shot - 3,21000194,25.0,10.0
16699,16700,1.0,0.0,2010-11,1.0,U,Mid Range,2010-11-21,GSW,1,0,shot - 3,21000194,36.0,73.64
16701,16702,1.0,0.0,2010-11,0.0,U,Goal Area,2010-11-21,GSW,1,shot - 39,0,21000194,26.7,52.2
16702,16703,1.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-21,GSW,1,shot - 52,0,21000194,21.0,3.0
16703,16704,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-21,GSW,1,shot - 4,0,21000194,23.0,3.0
16704,16705,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-21,GSW,1,0,shot - 4,21000194,22.0,94.64
16705,16706,1.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-21,GSW,1,shot - 27,0,21000194,24.0,3.0
16706,16707,2.0,0.0,2010-11,1.0,Left Side Center(LC),Mid Range,2010-11-21,GSW,1,0,shot - 3,21000194,39.0,5.0
16707,16708,2.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-21,GSW,1,shot - 4,0,21000194,58.2,5.0
16709,16710,3.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-21,GSW,1,shot - 36,0,21000194,30.7,11.0
16710,16711,3.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-21,GSW,1,shot - 20,0,21000194,47.0,6.0
16711,16712,3.0,0.0,2010-11,0.0,Left Side(L),U,2010-11-21,GSW,1,shot - 17,0,21000194,46.364,4.0
16712,16713,3.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-21,GSW,1,shot - 39,0,21000194,22.0,3.0
16713,16714,1.0,0.0,2010-11,1.0,Left Side Center(LC),Mid Range,2010-11-23,CHI,1,shot - 40,0,21000208,37.0,11.0
16715,16716,1.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-23,CHI,1,0,shot - 3,21000208,33.0,8.0
16716,16717,1.0,0.0,2010-11,1.0,U,Goal Line,2010-11-23,CHI,1,0,shot - 4,21000208,24.0,5.0
16717,16718,1.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-23,CHI,1,0,shot - 3,21000208,40.7,3.0
16718,16719,2.0,0.0,2010-11,0.0,U,Mid Range,2010-11-23,CHI,1,0,shot - 3,21000208,39.7,7.0
16719,16720,2.0,0.0,2010-11,1.0,Right Side(R),Goal Line,2010-11-23,CHI,1,0,shot - 3,21000208,29.0,4.0
16720,16721,2.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-23,CHI,1,0,shot - 3,21000208,32.0,4.0
16722,16723,3.0,0.0,2010-11,1.0,Left Side(L),Mid Range,2010-11-23,CHI,1,shot - 43,0,21000208,32.0,4.0
16724,16725,3.0,0.0,2010-11,0.0,Center(C),Mid Range,2010-11-23,CHI,1,shot - 38,0,21000208,39.0,2.0
16725,16726,4.0,0.0,2010-11,0.0,Left Side Center(LC),Penalty Spot,2010-11-23,CHI,1,0,shot - 3,21000208,46.0,8.0
16727,16728,4.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-23,CHI,1,0,shot - 3,21000208,31.0,3.0
16728,16729,4.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-23,CHI,1,shot - 15,0,21000208,33.0,110.64
16729,16730,4.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-23,CHI,1,0,shot - 3,21000208,42.0,1.0
16730,16731,4.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-23,CHI,1,0,shot - 3,21000208,25.0,0.0
16731,16732,1.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-26,UTA,0,shot - 2,0,21000231,40.0,9.0
16732,16733,3.0,0.0,2010-11,1.0,Left Side(L),Goal Line,2010-11-26,UTA,0,0,shot - 3,21000231,30.0,7.0
16733,16734,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-26,UTA,0,shot - 46,0,21000231,21.0,5.0
16735,16736,1.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-26,UTA,0,shot - 18,0,21000231,37.0,4.0
16736,16737,1.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-26,UTA,0,shot - 38,0,21000231,27.0,2.0
16737,16738,2.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-26,UTA,0,shot - 28,0,21000231,26.0,5.0
16738,16739,2.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-26,UTA,0,shot - 38,0,21000231,33.0,4.0
16739,16740,2.0,0.0,2010-11,0.0,Right Side(R),Goal Line,2010-11-26,UTA,0,shot - 43,0,21000231,29.364,2.0
16741,16742,2.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-26,UTA,0,0,shot - 3,21000231,27.0,0.0
16742,16743,2.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-26,UTA,0,shot - 32,0,21000231,43.0,0.0
16743,16744,3.0,0.0,2010-11,1.0,Left Side(L),Mid Range,2010-11-26,UTA,0,0,shot - 3,21000231,63.36400000000001,11.0
16744,16745,3.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-26,UTA,0,shot - 36,0,21000231,24.0,7.0
16745,16746,3.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-26,UTA,0,0,shot - 3,21000231,27.0,6.0
16747,16748,3.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-26,UTA,0,0,shot - 3,21000231,26.0,3.0
16748,16749,4.0,0.0,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-26,UTA,0,shot - 36,0,21000231,44.0,68.64
16749,16750,4.0,0.0,2010-11,1.0,Left Side Center(LC),U,2010-11-26,UTA,0,0,shot - 3,21000231,45.0,4.0
16750,16751,4.0,0.0,2010-11,1.0,Left Side(L),Mid Range,2010-11-26,UTA,0,0,shot - 3,21000231,34.0,3.0
16752,16753,1.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-28,IND,1,shot - 38,0,21000249,35.0,11.0
16753,16754,1.0,0.0,2010-11,0.0,Center(C),U,2010-11-28,IND,1,0,shot - 3,21000249,26.0,75.64
16754,16755,1.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-28,IND,1,0,shot - 3,21000249,29.0,10.0
16755,16756,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-28,IND,1,shot - 4,0,21000249,22.0,9.0
16756,16757,1.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-28,IND,1,0,shot - 4,21000249,22.0,6.0
16758,16759,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-28,IND,1,0,shot - 4,21000249,63.364,4.0
16759,16760,1.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-28,IND,1,shot - 37,0,21000249,41.0,60.64
16760,16761,1.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-28,IND,1,0,shot - 3,21000249,25.0,0.0
16761,16762,1.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-28,IND,1,shot - 39,0,21000249,21.0,0.0
16762,16763,1.0,0.0,2010-11,1.0,Right Side(R),Goal Line,2010-11-28,IND,1,shot - 15,0,21000249,32.0,0.0
16763,16764,2.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-28,IND,1,0,shot - 3,21000249,33.0,2.0
16765,16766,2.0,0.0,2010-11,1.0,Right Side Center(RC),Penalty Spot,2010-11-28,IND,1,shot - 36,0,21000249,46.0,0.0
16766,16767,3.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-28,IND,1,shot - 38,0,21000249,38.0,11.0
16767,16768,3.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-28,IND,1,0,shot - 4,21000249,22.0,6.0
16768,16769,3.0,0.0,2010-11,1.0,Center(C),Penalty Spot,2010-11-28,IND,1,shot - 10,0,21000249,45.0,47.2
16769,16770,3.0,0.0,2010-11,0.0,Center(C),Penalty Spot,2010-11-28,IND,1,0,shot - 3,21000249,38.7,3.0
16771,16772,3.0,0.0,2010-11,1.0,Right Side(R),Mid Range,2010-11-28,IND,1,0,shot - 3,21000249,25.7,1.0
16772,16773,3.0,0.0,2010-11,0.0,Right Side(R),Mid Range,2010-11-28,IND,1,shot - 43,0,21000249,32.0,0.0
16773,16774,3.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-28,IND,1,0,shot - 4,21000249,22.0,0.0
16774,16775,4.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-28,IND,1,0,shot - 3,21000249,39.0,8.0
16775,16776,4.0,0.0,2010-11,0.0,Right Side Center(RC),Mid Range,2010-11-28,IND,1,shot - 9,0,21000249,39.0,6.0
16776,16777,4.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-28,IND,1,shot - 27,0,21000249,24.0,4.0
16777,16778,4.0,0.0,2010-11,0.0,Right Side(R),Right Corner,2010-11-28,IND,1,0,shot - 3,21000249,43.0,3.0
16778,16779,4.0,0.0,2010-11,0.0,Right Side(R),Right Corner,2010-11-28,IND,1,shot - 10,0,21000249,44.0,40.64
16779,16780,4.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-28,IND,1,shot - 39,0,21000249,22.0,3.0
16780,16781,4.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-28,IND,1,shot - 44,0,21000249,29.2,39.64
16781,16782,4.0,0.0,2010-11,1.0,U,Mid Range,2010-11-28,IND,1,0,shot - 3,21000249,51.7,1.0
16782,16783,4.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-28,IND,1,0,shot - 4,21000249,22.0,0.0
16783,16784,4.0,0.0,2010-11,0.0,Right Side Center(RC),Penalty Spot,2010-11-28,IND,1,shot - 33,0,21000249,36.4,0.0
16785,16786,1.0,0.0,2010-11,0.0,Right Side(R),Goal Line,2010-11-30,MEM,0,shot - 51,0,21000258,30.0,10.0
16786,16787,3.0,0.0,2010-11,0.0,Left Side Center(LC),Mid Range,2010-11-30,MEM,0,shot - 55,0,21000258,40.0,9.0
16787,16788,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-30,MEM,0,0,shot - 4,21000258,21.0,9.0
16788,16789,1.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-30,MEM,0,0,shot - 4,21000258,22.0,8.0
16789,16790,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-30,MEM,0,0,shot - 4,21000258,20.0,8.0
16790,16791,1.0,0.0,2010-11,0.0,Center(C),Goal Line,2010-11-30,MEM,0,0,shot - 3,21000258,32.0,7.0
16791,16792,1.0,0.0,2010-11,1.0,Center(C),Goal Area,2010-11-30,MEM,0,shot - 39,0,21000258,22.0,3.0
16793,16794,2.0,0.0,2010-11,1.0,Left Side Center(LC),Penalty Spot,2010-11-30,MEM,0,shot - 41,0,21000258,42.7,8.0
16794,16795,2.0,0.0,2010-11,1.0,Center(C),Goal Line,2010-11-30,MEM,0,shot - 44,0,21000258,41.2,8.0
16795,16796,2.0,0.0,2010-11,0.0,Left Side(L),Mid Range,2010-11-30,MEM,0,shot - 15,0,21000258,64.2,4.0
16796,16797,2.0,0.0,2010-11,0.0,Left Side Center(LC),Penalty Spot,2010-11-30,MEM,0,0,shot - 3,21000258,48.0,4.0
16797,16798,2.0,0.0,2010-11,0.0,Center(C),Goal Area,2010-11-30,MEM,0,shot - 49,0,21000258,22.0,2.0
